Token,Lema,POS,Freq,Declinação,Definição
regrediendi,regredior,VERB,1,-,"V. dep. n. [gradior], to go or come back; to turn back, return (class.; syn.: revertor, redeo)."
transfigitur,transfigo,VERB,1,-,"To thrust something through a thing (poet. and very rare): latos huic hasta per armos Acta tremit duplicatque virum transfixa dolore,Verg. A. , : ora ducis transfixo deformia pilo,Luc. , ."
pulloni,pullonus,NOUN,1,-,Def. não encontrada
verutum,veror,VERB,1,-,Def. não encontrada
balteo,balteo,NOUN,1,-,Def. não encontrada
defigitur,defigio,VERB,1,-,Def. não encontrada
vaginam,vagina,NOUN,1,1,"A scabbard, sheath."
ambo,ambo,DET,1,-,"Poet. = duo: partīs ubi se via findit in ambas,into two,Verg. A. , ."
versavit,versacio,VERB,1,-,Def. não encontrada
salutique,salutus,NOUN,1,-,Def. não encontrada
diiudicari,diiudico,VERB,1,-,Def. não encontrada
asperior,asperus,ADJ,1,-,Def. não encontrada
nuntiique,nuntiique,ADV,1,-,Def. não encontrada
vertico,verticus,ADJ,1,-,Def. não encontrada
perfugerat,perfugeo,VERB,1,-,Def. não encontrada
iaculo,iaculus,NOUN,1,-,Def. não encontrada
illigatas,illigo,VERB,1,-,"Inque ligatus,Verg. A. , ), in-ligo, to bind on, tie on, to fasten, attach (class.)."
atrebatium,atrebatius,NOUN,1,-,Def. não encontrada
antecursoribus,antecursor,NOUN,1,3,He that runs before; hence
samarobrivae,samarobrivae,ADV,1,-,Def. não encontrada
interitu,interitus,NOUN,1,-,"intĕrĭtus, a, um, Part., from intereo."
cuidam,cuidus,ADJ,1,-,Def. não encontrada
amentum,amentus,ADJ,1,-,Def. não encontrada
adhaesit,adhaereo,VERB,1,-,To cleave or stick to a thing.
dempta,demituo,VERB,1,-,Def. não encontrada
perlectam,perlicio,VERB,1,-,"perlĭcĭo, ĕre, v. pellicio."
recitat,recito,VERB,1,-,"To repeat from memory, say by heart, recite: quin etiam recitare, si qua meminerunt, cogendi sunt (phrenetici),Cels. , , ; Mart. , , ."
fumi,fumus,NOUN,1,2,"Trop., like our word smoke, as a figure of destruction: ubi omne Verterat in fumum et cinerem, had reduced to smoke and ashes, i. e. had consumed, squandered, Hor. Ep. , , ."
verticone,vertico,NOUN,1,-,Def. não encontrada
caute,caute,ADV,1,-,P. a. fin.
adlatis,adlasco,VERB,1,-,Def. não encontrada
rivum,rivus,NOUN,1,2,"A small stream of water, a brook (cf.: fluvius, amnis)."
commodissime,commod,ADV,1,-,Def. não encontrada
rivumque,rivum,ADJ,1,-,Def. não encontrada
portasque,portasqus,NOUN,1,-,Def. não encontrada
praeconibusque,praeconibus,NOUN,1,-,Def. não encontrada
circummissis,circummo,VERB,1,-,Def. não encontrada
introrumpere,introrumpo,VERB,1,-,"To break or burst into, to break in, enter by force: in aedis,Plaut. Mil. , , : quod ea non posse introrumpere videbantur,Caes. B. G. , , : cerva in cubiculum Sertorii,Gell. , , ."
paludesque,paludesquus,ADJ,1,-,Def. não encontrada
testudines,testudo,NOUN,1,3,A tortoise.
egregiam,egregia,NOUN,1,-,Def. não encontrada
diutina,diutinus,ADJ,1,-,"dĭūtĭnus, a, um, diu"
laetatio,laetatio,NOUN,1,3,"Rejoicing, exultation, joy (for the usual laetitia): diutina,Caes. B. G. ,  fin."
copiasque,copiasqus,NOUN,1,-,Def. não encontrada
samarobrivam,samarobriva,NOUN,1,1,"A town of Gallia Belgica, in the country of the Ambiani, now Amiens, Caes. B. G. , ; , ; , ; Cic. Fam. , , ; , , ; , , ."
decrevit,decrio,VERB,1,-,Def. não encontrada
moritasgus,moritasgus,NOUN,1,2,"A god of the Senones, Inscr. Orell. ."
praesensisset,praesumsum,VERB,1,-,Def. não encontrada
domoque,domoqus,NOUN,1,-,Def. não encontrada
praecipuo,praecipuus,ADJ,1,-,"That is taken before other things (cf. princeps): excipuum quod excipitur, ut praecipuum, quod ante capitur, Paul. ex Fest. p.  Müll.—Hence"
vetere,veterius,ADJ,1,-,Def. não encontrada
erga,erga,ADP,1,-,"Praep. [syncop. for e-regā, from ex and root rag-, to reach upward, be upright; cf. ergo, v. Corss. Ausspr. ,  sqq.], over against, opposite to (cf.: adversus, versus, contra, e regione, e contrario)."
haud,haud,ADV,1,-,"Not at all, by no means; in class. prose most freq. with adverbs; rarely with adjectives, pronouns, or verbs (the last construction in Cic. only in the formulae: haud scio an, and haud dubito; in Caes. it occurs but once; v. also Krebs, Antibarb. p. )."
mirandumne,mirando,VERB,1,-,Def. não encontrada
exules,exules,NOUN,1,-,Def. não encontrada
comparaverat,comparava,VERB,1,-,Def. não encontrada
aduatucosque,aduatucosquus,ADJ,1,-,Def. não encontrada
voluntariorum,voluntarius,ADJ,1,-,"Willing, of his or its own free-will, voluntary."
defore,defo,VERB,1,-,Def. não encontrada
indicit,indo,VERB,1,-,"To put, set, or place into or upon (mostly anteclass. and post-Aug.)."
puberes,puberim,NOUN,1,-,Def. não encontrada
affectus,affectus,NOUN,1,-,"affectus (adf-), a, um, , nom. afficio."
iturum,itero,VERB,1,-,"To do a thing a second time, to repeat (syn.: duplico, repeto)."
munitissumis,mundtio,VERB,1,-,Def. não encontrada
proterritis,protergo,VERB,1,-,Def. não encontrada
vulneret,vulno,VERB,1,-,Def. não encontrada
nactum,nago,VERB,1,-,Def. não encontrada
comprobat,comprobo,VERB,1,-,"com-prŏbo (conp-), āvi, ātum,"
caputque,caputqus,NOUN,1,-,Def. não encontrada
pauloque,pauloque,ADV,1,-,Def. não encontrada
quietiorem,quiero,VERB,1,-,Def. não encontrada
sextvs,sextvs,NOUN,1,-,Def. não encontrada
silanum,silanus,NOUN,1,-,"A Roman surname in the Julian gens, Liv. , ; , ."
reginum,regenus,NOUN,1,-,Def. não encontrada
proconsule,proconsul,PROPN,1,3,"Transf., of an ex-proetor made governor of a province: (Gellius) cum pro consule ex praeturā in Graeciam venisset,Cic. Leg. , , ; Liv. , ."
cisalpina,cisalpina,PROPN,1,-,Def. não encontrada
sacramento,sacramentum,NOUN,1,2,"In good class. Lat., a jurid. and milit. t. t."
rogavisset,rogaco,VERB,1,-,Def. não encontrada
sarciri,sarcio,VERB,1,-,"To patch, botch, mend, repair, restore, etc.: sarcire est integrum facere, Paul. ex Fest. s. v. sarte, p.  Müll. (class.; cf.: renovo, instauro, redintegro)."
dilectu,dilectus,NOUN,1,-,"dīlectus, a, um, Part. and , from diligo."
indutiomaro,indutio,VERB,1,-,Def. não encontrada
inventis,invens,ADJ,1,-,Def. não encontrada
cavent,cavo,VERB,1,-,"căvo, āvi, ātum, , v. a.cavus"
foedere,foeder,NOUN,1,-,Def. não encontrada
cisrhenanis,cisrhenanis,ADJ,1,-,Def. não encontrada
vere,vere,ADV,1,-,"vērē, , v. verus, C."
treverosque,treverosquis,NOUN,1,-,Def. não encontrada
confines,confenis,NOUN,1,-,Def. não encontrada
suggestu,suggestus,NOUN,1,-,"suggestus, a, um, Part., from suggero."
instantis,instans,ADJ,1,-,"instans, , v. insto"
custodiendos,custodio,VERB,1,-,"Fut. pass. custodibitur, Plaut. Capt. , , ), v. a. id., to watch, protect, keep, defend, guard (freq. and class.)."
concertaturum,concerto,VERB,1,-,"V. a., to contend with any one zealously or warmly (rare but class.; cf. aemulor)."
circumspiciebat,circumspicio,VERB,1,-,"Perf. sync. circumspexti, Ter. Ad. , , ; inf. sync. circumspexe, Varr. ap. Non. p. , , or Sat. Men. ), v. n. and a. (class.)."
hospitium,hospitium,NOUN,1,2,hospes.
hiemaverat,hiemavo,VERB,1,-,Def. não encontrada
cohortium,cohortis,ADJ,1,-,Def. não encontrada
ripisque,ripisquus,NOUN,1,-,Def. não encontrada
devocaturum,devoco,VERB,1,-,"V. a., to call off, call away; also to call down.—With abl. of the place whence after de, ab, ex, rarely without a ; and with reference to the term. ad quem (cf. de, no. II. B.), to call, to fetch by calling to any place, with ad or in (rare but class.)."
placide,placide,ADV,1,-,"plăcĭdē, , v. placidus"
praestitistis,praestituo,VERB,1,-,"prae-stĭtŭo, ŭi, ūtum, , statuo"
turmis,turmis,ADJ,1,-,Def. não encontrada
latera,latera,NOUN,1,-,Def. não encontrada
comitati,comitor,VERB,1,-,"V. dep. a. [comes], to join one's self to any one as an attendant, to accompany, attend, follow (class.; esp. freq. after the Aug. per.); constr. with acc. or absol., with abstr. subjects by Cic. three times (qs. comitem esse) with dat. (v. B. β)."
viasque,viasquus,ADJ,1,-,Def. não encontrada
perquirit,perquiro,VERB,1,-,"To examine: cognitionem rei,Cic. de Or. , , .—Hence, perquīsītē, adv., exactly, accurately; in comp.: perquisitius conscribere,Cic. Inv. , , ."
suaque,suaqus,ADJ,1,-,Def. não encontrada
iniquam,iniqua,ADJ,1,-,Def. não encontrada
penitus,penitus,ADV,1,-,"Pĕnĭtē (poet. and post-class.), inwardly, internally, Cat. , .—Sup.: penitissime,Sid. Ep. , ."
bacenis,bacenus,NOUN,1,-,Def. não encontrada
nativo,nativus,ADJ,1,-,That has arisen from or by birth; born (cf. naturalis).
suebosque,suebosqum,NOUN,1,-,Def. não encontrada
germaniaeque,germaniaequus,ADJ,1,-,Def. não encontrada
egeret,egeo,VERB,1,-,"Part. fut. egitura, Tert. adv. Marc. , ), v. n. cf. Gr. ἀχήν, poor; root αχ-, αγχ, in ἄχος, ἄγχω, etc.; Lat. angustus,   angina, to be needy (for syn. cf.: indigeo, careo, vaco)."
iacturis,iacturus,NOUN,1,-,Def. não encontrada
clientelis,clienteleo,VERB,1,-,Def. não encontrada
restitutis,restio,VERB,1,3,"A ropemaker, rope-seller, Suet. Aug.  fin.; cf. Fronto, p.  P."
adgregaverant,adgregogo,VERB,1,-,Def. não encontrada
dignitateque,dignitasqum,NOUN,1,-,Def. não encontrada
inimicitias,inimicitia,NOUN,1,1,inimicus
tuebantur,tueo,VERB,1,-,"tueo, ēre, v. tueor"
collectam,collecto,VERB,1,-,Def. não encontrada
plebes,plebes,NOUN,1,-,"plēbes, is and ĕi, v. plebs."
dominis,dominus,NOUN,1,-,"A master, possessor, ruler, lord, proprietor, owner (cf. herus)."
interpretantur,interpretor,VERB,1,-,"Inter quaecumque pretantur,Lucr. , ), , v. dep.interpres, to explain, expound, interpret, give expression to, translate; to understand, conclude, infer, appreciate, recognize, comprehend."
magnoque,magnoque,ADV,1,-,Def. não encontrada
hereditate,hereditas,NOUN,1,3,"Gen. plur. hereditatium, Cic. Dom. , ; Inscr. Orell.  al.; but usu. hereditatum,Cic. Verr. , , , § ; id. Agr. , , ), f. heres, heirship, inheritance."
poenasque,poenasqus,NOUN,1,-,Def. não encontrada
stetit,sisto,VERB,1,-,"Sistere, in gen., = collocare (in class. prose only in the partic. uses, v. A. . C. and D., infra)."
impiorum,impius,ADJ,1,-,"Without reverence or respect for God, one's parents, or one's country; irreverent, ungodly, undutiful, unpatriotic; abandoned, wicked, impious (rare but class.; cf.: nefarius, sacrilegus)."
defugiunt,defugio,VERB,1,-,"With quin and subj.: nec tamen defugio quin dicam quae scio,Varr. R. R. , , ."
contagione,contagio,NOUN,1,3,"A touching, contact, touch, in a good or bad sense."
honos,hono,NOUN,1,-,Def. não encontrada
decretis,decretum,NOUN,1,2,"A decree, ordinance, principle, etc., v. decerno fin."
iudiciisque,iudiciisqum,NOUN,1,-,Def. não encontrada
vacationem,vacatio,NOUN,1,3,"A being free from a duty, service, etc.; freedom, exemption, immunity; a freeing, exempting, dispensation (class.; syn. immunitas)."
immunitatem,immunitas,NOUN,1,3,"Gen. plur. immunitatium, Cic. Phil. , , ), f. immunis, freedom or exemption from public services, burdens, or charges, immunity (class.)."
ediscere,edisceo,VERB,1,-,Def. não encontrada
vicenos,vicenus,NOUN,1,-,Def. não encontrada
perdiscendo,perdisco,VERB,1,-,"per-disco, dĭdĭci,"
sideribus,sider,NOUN,1,-,Def. não encontrada
mundi,mundus,NOUN,1,-,"Clean, cleanly, nice, neat, elegant."
disputant,disputo,VERB,1,-,"Orig. in mercant. lang., to cast or reckon up, to calculate a sum by going over its items; to estimate, compute: ubi disputata est ratio cum argentario,Plaut. Aul. , , ."
quotannis,quotannis,ADV,1,-,"quŏtannis, v. quot."
copiisque,copiisqui,ADJ,1,-,Def. não encontrada
ambactos,ambaxtus,ADJ,1,-,Def. não encontrada
clientesque,cliento,VERB,1,-,Def. não encontrada
morbis,morba,NOUN,1,-,Def. não encontrada
periculisque,periculis,ADJ,1,-,Def. não encontrada
vovent,vovo,VERB,1,-,Def. não encontrada
administrisque,administrisque,ADJ,1,-,Def. não encontrada
numen,numen,NOUN,1,3,"A nodding with the head, a nod: numen quasi nutus dei ac potestas dicitur, Paul. ex Fest. p.  Müll.—Hence, trop., a nod, i. e. command, will. *"
placari,placo,VERB,1,-,"plāco, āvi, ātum, , v. a.etym. dub.; cf.: placeo, planus."
contexta,contiseo,VERB,1,-,Def. não encontrada
succensis,succet,VERB,1,-,Def. não encontrada
furto,furtum,NOUN,1,-,"Theft, robbery (class. and freq.; syn.: latrocinium, raptum)."
noxia,noxius,ADJ,1,-,"Comp. noxior, Sen. Clem. , ,  dub.; al. obnoxior.—Sup. noxissimus or noxiissimus, Sen. Clem. , ,  dub.; better, noxiosissimus) [id.]."
dis,dis,NOUN,1,-,"Adj., rich, v. dives."
mercurium,mercurius,ADJ,1,2,"Transf., the withers of draught-cattle, between the neck and the back (post-class.), Veg. Vet. , ; , ."
inventorem,inventor,NOUN,1,3,invenio
quaestus,quaestus,NOUN,1,-,(archaic
mercaturasque,merco,VERB,1,-,"merco, are, v. mercor"
iovem,ioves,PROPN,1,-,Def. não encontrada
morbos,morbus,NOUN,1,2,"A sickness, disease, disorder, distemper, ailment, illness, malady, of body or mind (class.)."
iovem,iov,NOUN,1,-,Def. não encontrada
caelestium,caelestis,ADJ,1,-,Meton.
devovent,devovo,VERB,1,-,Def. não encontrada
quispiam,quispia,NOUN,1,-,Def. não encontrada
gravissimumque,gravuss,ADJ,1,-,Def. não encontrada
dite,dite,ADJ,1,-,Def. não encontrada
noctium,noctium,NOUN,1,-,Def. não encontrada
natales,natalis,ADJ,1,-,"Subst.: nātālis, is (abl. natali; rarely natale,Luc. , ; Inscr. Orell. ; ; al. cf. Neue, Formenl. , p.  sq.), m. (sc. dies)."
adoleverunt,adolevo,VERB,1,-,Def. não encontrada
puerili,puerilis,ADJ,1,-,"In partic., in mal. part.: officium,Plaut. Cist. , , : supplicium,Mart. , , ; and absol. puerile, id. , , ; cf.: puerile obtulit corollarium,App. M. , p. , ; Hyg. Fab. ."
adsistere,astisto,VERB,1,-,Def. não encontrada
dotis,dos,NOUN,1,3,"Gen. plur. dotium, Dig. , , , §  al.; dotum,Val. Max. , , ; Tert. Cult. Fem. , ), f. . do, like the Sicilian δωτίνη, from διδόναι, Varr. L. L. , §  Müll., a marriage portion, dowry (for syn. cf.: donum, largitio, munus, donatio, etc.)."
aestimatione,aestimatio,NOUN,1,3,"Poet., the worth or value of a thing: Quod me non movet aestimatione,Cat. , ."
dotibus,dotus,NOUN,1,-,Def. não encontrada
paterfamiliae,paterfamilias,NOUN,1,-,"păterfămĭlĭas, ae, v. familia."
illustriore,illustris,ADJ,1,-,"Nom. sing. masc. illuster. Val. Max. , , ; , , ), adj. inlustro, lighted up, clear, bright, light, lustrous (class.; esp. freq. in the trop. signif.)."
excruciatas,excrucio,VERB,1,-,"Inf. praes. excruciarier, Ter. Heaut. , , ), , to torment greatly, to torture, rack, plague (class.)."
funera,funera,NOUN,1,-,Def. não encontrada
magnifica,magnificus,ADJ,1,-,"In a bad sense, bragging, boastful (ante-class.): cum magnifico milite, urbis verbis qui inermus capit,Plaut. Bacch. , , ; id. As. , , ."
sumptuosa,sumptuosus,ADJ,1,-,Very expensive or costly.
cordi,cor,ADJ,1,-,"Gen. plur. cordium, Vulg. Jer. , , and  Cor. , ; acc. to Fragm. Bob. Nom. et Pron. p. , also cordum, but without example), n. kindr. with Sanscr. hrid; Gr. καρδία; Germ. Herz; Engl. heart, the heart (very freq. in all periods and species of composition)."
funeribus,funeris,ADJ,1,-,Def. não encontrada
commodius,commodeter,ADV,1,-,Def. não encontrada
falsis,falsus,ADJ,1,-,"falsus, a, um, Part. and , from fallo."
vulcanum,vulcanum,NOUN,1,-,Def. não encontrada
duritiae,duritia,NOUN,1,1,"Acc.: duritiem, * Lucr. . ; Cat. , ; Ov. M. , ; , ; id. H. ,  Jahn. N. cr.; abl.: duritie,Plin. Pan. , ; Suet. Ner. ), f. durus, hardness."
diutissime,diutum,ADV,1,-,Def. não encontrada
impuberes,impuber,NOUN,1,-,Def. não encontrada
nervosque,nervosquus,ADJ,1,-,Def. não encontrada
vicesimum,vicesimus,ADJ,1,-,"Ord. num. adj. [viginti], the twentieth."
occultatio,occultatio,NOUN,1,3,"Rhet. t. t., insinuation, suggestion: occultatio est, cum dicimus nos praeterire aut non scire aut nolle dicere id, quod nunc maxime dicimus,Auct. Her. , , ; cf. the context."
promiscue,promiscue,ADV,1,-,Def. não encontrada
perluuntur,perluo,VERB,1,-,"per-lŭo (pelluo, Front. Ep. ad M. Caes. ), ŭi, ūtum,"
renonum,reno,NOUN,1,-,"A., to swim back (very rare): per Stygias aquas,Albin. , : simul imis saxa renarint Vadis levata,i. e. shall float back to the surface,Hor. Epod. , : eodem renato stagno, Aug. Civ. Dei, , .† †"
nuda,nudus,ADJ,1,-,"Naked, bare, unclothed, uncovered, exposed."
caseo,caseo,NOUN,1,-,Def. não encontrada
coierunt,coeo,VERB,1,-,"Coiere,Lucr. , ; Prop.  (), , ; Ov. M. ,  al.: cŏĭisse,Verg. A. , : coisse,Prop.  (), , .Ov. F. , ; Quint. , , ; , , ; pedants preferred conire to coire,Quint. , , ; cf. id. , , , and Lachm. ad Lucr. p. ), ĭtum, īre,  and n."
anno,anno,ADV,1,-,"To swim to, toward, or along; constr. with the dat., ad, or acc."
adsidua,adsiduus,ADJ,1,-,Def. não encontrada
potentioresque,potentioresque,ADV,1,-,Def. não encontrada
expellant,exspello,VERB,1,-,Def. não encontrada
accuratius,accurate,ADV,1,-,"accūrāte, adv., v. accuro, P. a."
vitandos,vitor,VERB,1,3,"A basket-maker, trunk-maker, cooper, Plaut. Rud. , , ; Inscr. Grut. , ; Don. ad Ter. Eun. , , : Vannorum sirpiarumque vitores,Arn. , ; Dig. , ,  fin."
aequari,aequor,VERB,1,3,aequus.
tutiores,tutio,NOUN,1,-,Def. não encontrada
controversiasque,controversiasquus,ADJ,1,-,Def. não encontrada
desidiae,desidia,NOUN,1,1,"A sittinglong, remaining in a place."
minuendae,minuendo,VERB,1,-,Def. não encontrada
suumque,suiqui,ADJ,1,-,Def. não encontrada
derogatur,derogo,VERB,1,-,"To repeal a part of a law, to restrict or modify it."
hisque,hisque,DET,1,-,Def. não encontrada
agrique,agriqui,ADJ,1,-,Def. não encontrada
eratostheni,eratostenus,ADJ,1,-,Def. não encontrada
orcyniam,orcynia,NOUN,1,-,Def. não encontrada
volcae,volca,NOUN,1,-,Def. não encontrada
tectosages,tectosax,NOUN,1,-,Def. não encontrada
sedibus,sedus,NOUN,1,-,Def. não encontrada
bellicae,bellicius,ADJ,1,-,Def. não encontrada
egestate,egestas,NOUN,1,3,egeo
transmarinarum,transmarinus,ADJ,1,-,"trans-mărīnus, a, um"
helvetiorum,helvetuus,ADJ,1,-,Def. não encontrada
nemetum,nemetum,NOUN,1,-,Def. não encontrada
rectaque,rectaqus,ADJ,1,-,Def. não encontrada
danubi,damub,ADP,1,-,Def. não encontrada
dacorum,dacus,NOUN,1,-,No. II. B.
anartium,anartis,ADJ,1,-,Def. não encontrada
sinistrorsus,sinistrorsus,ADJ,1,-,"Towards the left side, to the left: hinc (Hercynia silva) se flectit sinistrorsus,Caes. B. G. , ; Suet. Galb. ; Front. Aquaed. : portu latent Puppes sinistrorsum citae,Hor. Epod. , : ille sinistrorsum, hic dextrorsum abit,id. S. , , : dextro aut sinistroversus,Lact. , , ."
multarumque,multasque,ADJ,1,-,Def. não encontrada
adtingit,adtingo,VERB,1,-,Def. não encontrada
cervi,cervum,NOUN,1,-,Def. não encontrada
palmae,palma,NOUN,1,1,The palm of the hand.
ramique,ramiquis,NOUN,1,-,Def. não encontrada
diffunduntur,diffundo,VERB,1,-,"V. a., to spread by pouring, to pour out, pour forth (very freq. and class.)."
marisque,mareus,ADJ,1,-,Def. não encontrada
alces,alces,NOUN,1,3,"The elk, living in the northern regions: Cervus alces, Linn.; Caes. B. G. , ; Plin. , , , § ."
capris,caper,NOUN,1,-,"A he-goat, a goat."
pellium,pellius,NOUN,1,-,Def. não encontrada
mutilaeque,mutilas,ADJ,1,-,Def. não encontrada
crura,crura,NOUN,1,-,Def. não encontrada
articulisque,articulis,ADJ,1,-,Def. não encontrada
erigere,erigo,VERB,1,-,"To raise or set up, to erect (very freq. and class.)."
cubilibus,cubilis,ADJ,1,-,Def. não encontrada
applicant,applico,VERB,1,-,In gen.
venatoribus,venator,NOUN,1,3,A hunter.
stantium,stantio,VERB,1,-,Def. não encontrada
uri,urio,VERB,1,-,Def. não encontrada
elephantos,elepho,VERB,1,-,Def. não encontrada
tauri,taura,NOUN,1,1,"A barren, hybrid cow, a free-martin, Varr. R. R. , , ; Col. , , ; cf. Fest. pp.  and ."
foveis,foveus,ADJ,1,-,Def. não encontrada
adsuescere,ascuesco,VERB,1,-,Def. não encontrada
mansuefieri,mansuefio,VERB,1,-,"Pass., from mansuefacio."
circumcludunt,circumcluo,VERB,1,-,Def. não encontrada
epulis,epulae,NOUN,1,-,v. epulum.
poculis,poculus,NOUN,1,-,Def. não encontrada
reditus,redditus,NOUN,1,-,"reddĭtus, a, um, Part., from reddo."
praesidioque,praesidioqum,NOUN,1,-,Def. não encontrada
volcatium,volcatius,ADJ,1,-,Def. não encontrada
tullum,tullus,ADJ,1,2,"A Roman proenomen, e.g. Tullus Hostilius, the third king of Rome, Liv. ,  sqq.; Val. Max. , , ; , , : Tullus Cluilius,a Roman ambassador,Cic. Phil. , ,  al."
maturescere,maturesco,VERB,1,-,"V. inch. n. [maturus], to become ripe, ripen, to come to maturity (class.)."
milibusque,milibusque,ADV,1,-,Def. não encontrada
minucium,minucium,NOUN,1,-,Def. não encontrada
contraque,contraqus,NOUN,1,-,Def. não encontrada
incautum,incautus,ADJ,1,-,"With ab, or the gen.: a fraude,Liv. , , : futuri,Hor. S. , , : sui,Stat. Th. , ."
erepto,erio,VERB,1,-,Def. não encontrada
equisque,equisqui,NOUN,1,-,Def. não encontrada
comites,comis,NOUN,1,-,"Courteous, affable, kind, obliging, friendly, loving (class. in prose and poetry; on account of similarity of meaning, in MSS. very freq. interchanged with communis; hence the readings vary in the best edd.; cf. Liv. , ,  Drak.; Suet. , p.  Wolf; Cic. Fin. , ,  Madv.)."
familiaresque,familiaresqui,ADJ,1,-,Def. não encontrada
iudicione,iudicio,NOUN,1,-,Def. não encontrada
conduxerit,condo,VERB,1,-,"To bring, lay or put together (very freq. in all periods and species of composition)."
inierat,iniero,VERB,1,-,Def. não encontrada
detestatus,detestor,VERB,1,-,V. dep. a.
germaniaque,germaniaqus,ADJ,1,-,Def. não encontrada
segni,segnum,NOUN,1,-,Def. não encontrada
condrusique,condrusique,ADV,1,-,Def. não encontrada
treverosque,treverosquus,ADJ,1,-,Def. não encontrada
germanorum,germanum,NOUN,1,-,Def. não encontrada
aurunculeius,aurunculeius,NOUN,1,2,"A Roman nomen: L. Aurunculeius Cotta,Caes. B. G. , ."
quartamdecimam,quartusdecima,ADJ,1,-,Def. não encontrada
partito,partitus,ADJ,1,-,"partītus, a, um, Part., from . partio."
adiacet,adiaceo,VERB,1,-,Def. não encontrada
scaldem,scaldus,ADJ,1,-,Def. não encontrada
extremasque,exteriorqus,ADJ,1,-,Def. não encontrada
exploratisque,exploratisqus,ADJ,1,-,Def. não encontrada
stirpemque,stirpus,NOUN,1,-,Def. não encontrada
ulciscendum,ulcisceo,VERB,1,-,Def. não encontrada
stirps,stirps,NOUN,1,3,Transf.
septimus,septus,ADJ,1,-,"septus (saep-), a, um, Part. of saepio."
diripi,diripus,NOUN,1,-,Def. não encontrada
usipetes,usipes,NOUN,1,-,Def. não encontrada
latrociniisque,latrociniisqiuus,ADJ,1,-,Def. não encontrada
tenuem,tenuis,NOUN,1,-,"Tenuia and tenuius, trisyl.,id. , ; , ; , , v. Carey, Lat. Prosody, § ), adj. root in Sanscr. tanu; ten., Gr. τείνω; prop. stretched out, drawn out; v. teneo; hence, thin, fine, close, etc. (syn.: gracilis, exilis)."
sectamini,sectamio,VERB,1,-,Def. não encontrada
fortunatissimos,fortunatim,ADV,1,-,"Luckily, fortunately: fortunatim, feliciter ac bene vortat, Enn. ap. Non. ,  (Ann. v.  ed. Vahl.)."
diffidens,diffidio,VERB,1,-,Def. não encontrada
siquidem,siquidem,SCONJ,1,-,"sīquĭdem (or separate, sī quĭdem; in poets, sĭquĭdem, Ov. M. , ; ,  ; id. Am. , , ), , = εἴπερ."
maximoque,magnimus,ADJ,1,-,Def. não encontrada
segetes,seges,NOUN,1,3,A cornfield.
aegri,aegrus,ADJ,1,-,Def. não encontrada
convaluerant,convaleo,VERB,1,-,Def. não encontrada
subsederant,subsedero,VERB,1,-,Def. não encontrada
interveniunt,intervenio,VERB,1,-,"A., to come between, come upon, to come in during, to intervene, interrupt (class.; syn. intercedo)."
circumfunduntur,circumfundo,VERB,1,-,"To pour out around, i.e. as in circumdo, either with the acc. of that which is poured, to pour around; or, with the acc. of that around which something is poured, to surround with a liquid (class. in prose and poetry)."
munitioque,munitioqui,NOUN,1,-,Def. não encontrada
aeger,aeger,NOUN,1,-,"Lit., of the body, ill, sick, unwell, diseased, suffering."
publius,publius,PROPN,1,-,"A Roman proenomen; in writing, abbrev. P.; e. g. P. Lentulus, to whom are addressed the letters,Cic. Fam. ,  sqq.; v. also Publilius, III.—Hence, Publĭānus, a, um, , of or belonging to a Publius: sententia,i. e. of Publius Syrus,Sen. Contr. , ,  (where the better reading is Publilianae)."
diffisus,diffisus,NOUN,1,-,"diffīsus, a, um, Part., from diffido and diffindo."
imminere,immineo,VERB,1,-,"To project over or towards a thing, to bend or lean towards, to hang down over, overhang (syn. impendeo)."
discrimine,discrimen,NOUN,1,3,"That which separates or divides two things from each other (for syn. cf.: differentia, discrepantia, diversitas, distantia); hence"
speciemque,speciemque,DET,1,-,Def. não encontrada
cuneo,cuneo,NOUN,1,-,"To fasten with wedges, to wedge up: si quid cuneandum sit in ligno clavisve figendum,Plin. , , , § : unus lapis facit fornacem, ille, qui latera inclinata cuneavit et interventu suo vinxit,the key-stone,Sen. Ep. , .—*"
incolumesque,incolumesquus,ADJ,1,-,Def. não encontrada
probaverant,probaveo,VERB,1,-,Def. não encontrada
prodesse,prodedo,VERB,1,-,Def. não encontrada
constitisse,constisco,VERB,1,-,Def. não encontrada
praeoccupaverat,praeoccupavo,VERB,1,-,Def. não encontrada
sustulit,sustulio,VERB,1,-,Def. não encontrada
reversus,reverdo,VERB,1,-,Def. não encontrada
optatissimum,optatus,ADJ,1,-,"optātus, a, um, Part. and , from opto."
obtulerunt,obtulo,VERB,1,-,Def. não encontrada
circumspicerent,circumsppico,VERB,1,-,Def. não encontrada
abisse,abeo,VERB,1,-,"To go from a place, to go away, depart."
vincerent,vinceo,VERB,1,-,Def. não encontrada
latebris,latebra,NOUN,1,1,"A hiding-place, lurking-hole, covert, retreat (class.; most freq. in plur.; v.infra, II. B.)."
saltibus,saltis,NOUN,1,-,Def. não encontrada
damno,damnum,NOUN,1,2,"Hurt, harm, damage, injury, loss; opp. to lucrum (syn. jactura, detrimentum, incommodum, dispendium. Freq. and class.)."
durocortorum,durocortum,NOUN,1,-,Def. não encontrada
accone,accon,NOUN,1,-,Def. não encontrada
septimv,septimpa,NOUN,1,-,Def. não encontrada
